date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-07-08,01:28:08,4,44.12,176.73,84.36,0.1,60.87,28.9,79,96,96,49,1.8,2.8,25,79.5
2025-07-08,03:18:28,4,44.7,187.03,83.81,0.1,61.69,30.9,70,153,153,70,1.8,2.8,27,72.31
2025-07-08,04:28:57,4,44.08,184.7,82.85,0.09,60.09,30.9,66,87,87,42,1.7,3.3,28,46.37
2025-07-08,05:19:34,4,42.71,177.85,81.34,0.08,57.28,31.9,62,140,140,64,1.8,4.9,28,43.459999999999994
2025-07-08,06:28:03,4,40.83,169.68,79.63,0.07,54.2,32.9,58,161,161,84,1.7,5.5,28,43.32
2025-07-08,07:19:03,4,38.32,159.83,77.8,0.06,51.14,33.9,52,118,118,57,1.8,5.7,29,38.51
2025-07-08,08:25:57,4,35.32,149.45,76.34,0.06,49.14,33.9,52,100,100,51,1.7,2.8,29,39.644999999999996
2025-07-08,09:21:03,4,32.29,138.93,75.54,0.05,48.41,33.9,52,154,154,73,1.9,45.7,30,61.55
2025-07-08,10:20:08,4,29.42,129.33,75.74,0.05,49.22,33.12,58,146,146,67,2.4,2.2,29,46.495000000000005
2025-07-08,11:16:38,4,27.8,120.57,75.82,0.05,49.15,33.9,52,105,105,54,2.4,5.4,29,48.965
2025-07-08,12:38:51,4,26.73,108.89,74.77,0.07,48.08,32.9,58,100,100,51,2.5,4.3,29,54.723333333333336
2025-07-08,13:32:57,4,27.51,110.36,73.76,0.09,46.05,31.9,62,109,109,54,2.5,4.4,27,69.72000000000001
