date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-07-11,01:38:52,4,23.41,105.63,76.8,0.1,44.15,28.9,84,84,84,40,21.6,3.3,26,79.43
2025-07-11,03:26:28,3,22.42,99.03,76.22,0.11,43.6,30.9,74,89,89,47,23.8,2.7,27,68.665
2025-07-11,04:35:36,3,20.3,88.26,75.27,0.09,42.83,31.9,66,72,72,33,23.7,3,28,58.96666666666667
2025-07-11,05:21:40,3,20.3,88.26,75.27,0.09,42.83,32.9,62,97,97,50,21.8,3.6,28,50.775
2025-07-11,06:28:51,3,19.55,86.13,74.82,0.07,42.53,32.9,62,109,109,55,20.8,4.2,29,43.27
2025-07-11,07:19:40,3,18.97,85.4,74.6,0.06,42.1,33.9,59,87,87,44,22.3,4.7,29,42.53
2025-07-11,08:25:41,3,18.37,84.87,74.23,0.06,41.64,33.9,55,88,88,43,22.4,5.6,30,39.19499999999999
2025-07-11,09:20:34,3,17.79,83.82,73.84,0.06,41.25,33.9,52,103,103,52,19.5,5.9,31,34.465
2025-07-11,10:20:16,3,17.29,82.56,73.92,0.06,41.17,33.9,52,104,104,52,19.1,6,31,37.47
2025-07-11,11:16:44,3,16.86,81.22,73.65,0.06,41.04,33.9,52,81,81,38,21.5,7.2,31,35.480000000000004
2025-07-11,12:37:51,3,17.2,83.57,72.83,0.08,40.4,32.9,55,70,70,31,22.2,7.8,31,44.48333333333333
2025-07-11,13:31:43,3,14.78,65.23,74.12,0.07,41.62,32.9,55,80,80,38,21.7,7.3,30,49.056666666666665
2025-07-11,14:18:59,3,14.91,66.57,74.28,0.08,41.9,31.9,58,116,116,56,20.9,6.9,30,61.55500000000001
2025-07-11,15:20:01,3,16.14,73.19,74.15,0.09,41.75,31.9,58,112,112,55,24.7,5.5,28,79.65
2025-07-11,16:23:38,3,15.55,69.69,74.29,0.08,42.02,31.9,58,95,95,48,23.1,5.5,26,79.74
