date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-06-25,01:27:45,4,42.96,155.67,92.09,0.08,69.54,28.9,79,85,85,45,2.2,2.1,26,79.68666666666667
2025-06-25,03:18:22,4,44.75,159.42,95.46,0.1,74.54,29.9,79,96,96,54,2.4,1.5,26,79.705
2025-06-25,04:28:41,4,45.27,160.87,96.67,0.09,75.77,30.9,70,86,86,51,2.4,1.7,26,79.70666666666666
2025-06-25,05:19:26,4,45.42,161.78,97.37,0.08,76.09,31.9,62,65,65,28,2.5,2,26.5,79.58500000000001
2025-06-25,06:28:15,4,45.11,161.56,97.86,0.07,75.46,32.9,58,94,94,48,2.5,2.1,28,78.44
2025-06-25,07:19:11,4,44.58,160.98,97.9,0.07,74.18,33.9,55,132,132,62,2.3,2.7,28.5,76.39999999999999
2025-06-25,08:26:25,4,43.72,160.14,97.63,0.06,72.38,31.9,62,149,149,69,1.9,4.7,30,63.4
2025-06-25,09:21:39,4,42.64,159.31,97.1,0.06,70.35,31.9,62,96,96,51,2,5.4,30,52.285
2025-06-25,10:20:16,4,41.67,159.49,96.72,0.06,68.68,31.9,62,133,133,66,2.1,5.7,31,52.81
2025-06-25,11:16:33,4,40.65,159.99,95.86,0.06,67.32,31.9,62,152,152,76,2.1,6.4,31,53.370000000000005
2025-06-25,12:38:52,4,39.06,162.76,93.66,0.08,65.09,31.9,62,88,88,45,1.8,5.9,30,57.589999999999996
2025-06-25,13:33:04,4,38.6,164.42,92.54,0.09,63.71,31.9,62,85,85,43,2,5.6,30,61.754999999999995
2025-06-25,14:18:30,4,38.6,164.42,92.54,0.09,63.71,30.9,70,85,85,43,2,5.6,30,61.754999999999995
2025-06-25,15:20:43,4,37.64,167.96,90.04,0.11,62.01,29.9,74,85,85,43,2,5.6,30,61.754999999999995
2025-06-25,16:24:22,4,38.97,176.07,89.23,0.1,60.18,29.9,74,86,86,43,2.1,4.9,25,79.67
2025-06-25,17:17:20,4,37.7,175.03,89.3,0.09,60.44,29.9,74,82,82,40,2.5,4.1,25,79.715
2025-06-25,18:26:56,4,38.06,179.56,89.26,0.09,59.77,29.9,79,87,87,44,2.5,4.5,26,79.72
