date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-07-16,01:40:22,4,30.5,132.9,77.34,0.1,41.99,28.9,70,142,142,67,17.3,1.7,27,77.84
2025-07-16,03:26:31,4,30.85,134.43,76.72,0.1,41.8,29.9,66,109,109,54,16.1,2.1,27,54.005
2025-07-16,04:36:58,4,30.93,133.99,75.78,0.07,41.8,31.9,55,151,151,71,14.8,3,28,46.99666666666667
2025-07-16,05:24:19,4,30.88,134.83,76.3,0.07,42.08,31.9,55,141,141,69,14.6,4.3,29,39.879999999999995
2025-07-16,06:29:01,4,30.56,133.21,76.38,0.06,42.09,32.9,52,117,117,58,15.5,5,30,35.586666666666666
2025-07-16,07:20:35,4,30.02,131.14,76.46,0.05,41.69,32.9,52,128,128,61,15.3,5.2,30.5,33.11
2025-07-16,08:26:52,4,29.35,128.58,76.19,0.05,40.92,33.9,49,119,119,58,13.3,7.4,38.285,41.6
2025-07-16,09:24:34,4,28.66,125.77,75.64,0.05,39.95,33.9,49,120,120,58,23,14.6,36.615,45.19
2025-07-16,10:20:46,4,28.02,123.44,75.09,0.05,39.26,33.9,49,141,141,65,27.2,14.7,36.019999999999996,47.8
2025-07-16,11:16:46,4,27.31,121.1,74.6,0.05,38.92,33.9,49,135,135,64,27.9,16.1,34.14,54.2
2025-07-16,12:40:31,4,26.33,118.87,75.25,0.06,39.78,32.9,52,133,133,63,23.8,16.6,34.45,53.673333333333325
2025-07-16,13:36:13,4,24.58,109.19,74.83,0.07,38.8,32.9,52,157,157,82,26.5,13.9,31.88,61.693333333333335
2025-07-16,14:17:39,4,24.58,109.19,74.83,0.07,38.8,32.9,52,154,154,76,27.1,13.2,30.72,66.26
2025-07-16,15:21:21,4,24.55,109.32,75.26,0.08,39.37,32.9,52,148,148,69,26,11.1,29.8,75.59
2025-07-16,16:25:09,4,24.73,110.21,75.55,0.08,39.83,31.9,55,162,162,88,22.6,11,28.975,86.195
2025-07-16,17:19:21,4,25.25,111.56,75.64,0.09,40.27,29.9,66,162,162,87,20.6,9.6,28.55,84.53
2025-07-16,18:28:08,4,25.46,113.56,76.51,0.08,40.87,29.9,70,153,153,72,21.7,6.6,28.085,88.72
2025-07-16,19:16:24,4,25.98,115.48,77.09,0.08,41.55,29.9,70,127,127,62,19.8,6.1,27.86,93.46
