date,time,hour_of_day,day_of_week,is_weekend,aqi_index,pm2_5,pm10,co,no2,o3,so2,nh3,temp,humidity,pressure,wind_speed,forecast_1_temp,forecast_1_humidity,forecast_1_pressure,forecast_1_wind_speed,forecast_2_temp,forecast_2_humidity,forecast_2_pressure,forecast_2_wind_speed,forecast_3_temp,forecast_3_humidity,forecast_3_pressure,forecast_3_wind_speed,forecast_4_temp,forecast_4_humidity,forecast_4_pressure,forecast_4_wind_speed,forecast_5_temp,forecast_5_humidity,forecast_5_pressure,forecast_5_wind_speed,forecast_6_temp,forecast_6_humidity,forecast_6_pressure,forecast_6_wind_speed,forecast_7_temp,forecast_7_humidity,forecast_7_pressure,forecast_7_wind_speed,forecast_8_temp,forecast_8_humidity,forecast_8_pressure,forecast_8_wind_speed,forecast_9_temp,forecast_9_humidity,forecast_9_pressure,forecast_9_wind_speed,forecast_10_temp,forecast_10_humidity,forecast_10_pressure,forecast_10_wind_speed,forecast_11_temp,forecast_11_humidity,forecast_11_pressure,forecast_11_wind_speed,forecast_12_temp,forecast_12_humidity,forecast_12_pressure,forecast_12_wind_speed,forecast_13_temp,forecast_13_humidity,forecast_13_pressure,forecast_13_wind_speed,forecast_14_temp,forecast_14_humidity,forecast_14_pressure,forecast_14_wind_speed,forecast_15_temp,forecast_15_humidity,forecast_15_pressure,forecast_15_wind_speed,forecast_16_temp,forecast_16_humidity,forecast_16_pressure,forecast_16_wind_speed,forecast_17_temp,forecast_17_humidity,forecast_17_pressure,forecast_17_wind_speed,forecast_18_temp,forecast_18_humidity,forecast_18_pressure,forecast_18_wind_speed,forecast_19_temp,forecast_19_humidity,forecast_19_pressure,forecast_19_wind_speed,forecast_20_temp,forecast_20_humidity,forecast_20_pressure,forecast_20_wind_speed,forecast_21_temp,forecast_21_humidity,forecast_21_pressure,forecast_21_wind_speed,forecast_22_temp,forecast_22_humidity,forecast_22_pressure,forecast_22_wind_speed,forecast_23_temp,forecast_23_humidity,forecast_23_pressure,forecast_23_wind_speed,forecast_24_temp,forecast_24_humidity,forecast_24_pressure,forecast_24_wind_speed
2026-01-31,01:52:46,1,5,1,152,48.25,114.8,319.74,1.89,123.73,9,1.46,10.9,66,1018,1.54,11.07,66,1018,2.71,14.49,54,1018,2.07,18.6,44,1017,2.76,22.06,40,1016,4.89,20.59,58,1017,4.17,20.1,64,1017,3.47,19.64,68,1017,3.56,18.97,70,1017,2.81,19.25,58,1018,2.77,22.56,36,1020,2.24,23.52,35,1017,2.51,23.26,42,1016,3.53,21.28,62,1018,3.78,21.02,64,1019,3.01,20.41,59,1018,2.2,20.31,42,1018,2.59,19.95,36,1019,3.36,23.25,34,1020,3.58,25.15,30,1017,0.79,23.91,39,1016,3.81,21.65,48,1018,4.79,21.46,48,1018,4.35,21.09,43,1017,2.58,20.59,39,1017,2.83
2026-01-31,04:04:58,4,5,1,157,55.6,132.97,348.1,2.9,121.15,10.15,1.66,15.9,51,1019,1.54,17.82,44,1018,2.07,20.26,39,1017,2.76,22.06,40,1016,4.89,20.59,58,1017,4.17,20.1,64,1017,3.47,19.64,68,1017,3.56,18.97,70,1017,2.81,19.25,58,1018,2.77,22.56,36,1020,2.24,23.52,35,1017,2.51,23.26,42,1016,3.53,21.28,62,1018,3.78,21.02,64,1019,3.01,20.41,59,1018,2.2,20.31,42,1018,2.59,19.95,36,1019,3.36,23.25,34,1020,3.58,25.15,30,1017,0.79,23.91,39,1016,3.81,21.65,48,1018,4.79,21.46,48,1018,4.35,21.09,43,1017,2.58,20.59,39,1017,2.83,20.48,36,1019,2.91
2026-01-31,05:37:31,5,5,1,162,55.35,128.42,332.17,2.05,128.36,8.59,1.45,21.9,30,1019,5.14,22.07,30,1019,2.07,22.17,31,1018,2.76,22.06,37,1017,4.89,20.59,58,1017,4.17,20.1,64,1017,3.47,19.64,68,1017,3.56,18.97,70,1017,2.81,19.25,58,1018,2.77,22.56,36,1020,2.24,23.52,35,1017,2.51,23.26,42,1016,3.53,21.28,62,1018,3.78,21.02,64,1019,3.01,20.41,59,1018,2.2,20.31,42,1018,2.59,19.95,36,1019,3.36,23.25,34,1020,3.58,25.15,30,1017,0.79,23.91,39,1016,3.81,21.65,48,1018,4.79,21.46,48,1018,4.35,21.09,43,1017,2.58,20.59,39,1017,2.83,20.48,36,1019,2.91
2026-01-31,06:37:13,6,5,1,153,69.51,154.86,375.27,2.32,136.37,10.54,1.67,23.9,27,1018,2.06,23.48,30,1019,2.76,22.65,38,1017,5.29,20.52,62,1017,4.2,20.07,66,1017,3.86,19.57,70,1017,3.69,18.94,72,1017,2.87,19.23,61,1018,2.58,22.44,39,1020,1.77,23.44,38,1016,1.89,23.22,49,1016,3.81,21.3,66,1018,3.52,20.91,70,1019,3.2,20.33,67,1018,2.4,20.28,47,1018,2.49,19.91,36,1019,3.28,23.23,34,1020,3.54,24.87,31,1017,1.03,23.68,40,1016,4.4,21.68,49,1018,4.79,21.45,47,1018,3.73,21.18,43,1017,2.96,20.49,40,1017,2.23,20.67,37,1019,2.73,23.82,33,1019,3.32
2026-01-31,07:27:05,7,5,1,113,69.51,154.86,375.27,2.32,136.37,10.54,1.67,23.9,25,1018,3.09,23.48,29,1019,2.76,22.65,37,1017,5.29,20.52,62,1017,4.2,20.07,66,1017,3.86,19.57,70,1017,3.69,18.94,72,1017,2.87,19.23,61,1018,2.58,22.44,39,1020,1.77,23.44,38,1016,1.89,23.22,49,1016,3.81,21.3,66,1018,3.52,20.91,70,1019,3.2,20.33,67,1018,2.4,20.28,47,1018,2.49,19.91,36,1019,3.28,23.23,34,1020,3.54,24.87,31,1017,1.03,23.68,40,1016,4.4,21.68,49,1018,4.79,21.45,47,1018,3.73,21.18,43,1017,2.96,20.49,40,1017,2.23,20.67,37,1019,2.73,23.82,33,1019,3.32
2026-01-31,08:29:31,8,5,1,108,73.25,157.91,373.56,1.67,145.06,10.65,1.54,25.9,22,1017,2.57,26.07,22,1016,2.76,24.69,29,1016,5.29,22.37,49,1017,4.2,20.07,66,1017,3.86,19.57,70,1017,3.69,18.94,72,1017,2.87,19.23,61,1018,2.58,22.44,39,1020,1.77,23.44,38,1016,1.89,23.22,49,1016,3.81,21.3,66,1018,3.52,20.91,70,1019,3.2,20.33,67,1018,2.4,20.28,47,1018,2.49,19.91,36,1019,3.28,23.23,34,1020,3.54,24.87,31,1017,1.03,23.68,40,1016,4.4,21.68,49,1018,4.79,21.45,47,1018,3.73,21.18,43,1017,2.96,20.49,40,1017,2.23,20.67,37,1019,2.73,23.82,33,1019,3.32
2026-01-31,09:26:29,9,5,1,113,75.67,159.13,368.96,1.26,152.04,10.9,1.4,25.9,22,1016,1.54,24.69,29,1016,5.29,22.37,49,1017,4.2,20.07,66,1017,3.86,19.57,70,1017,3.69,18.94,72,1017,2.87,19.23,61,1018,2.58,22.44,39,1020,1.77,23.44,38,1016,1.89,23.22,49,1016,3.81,21.3,66,1018,3.52,20.91,70,1019,3.2,20.33,67,1018,2.4,20.28,47,1018,2.49,19.91,36,1019,3.28,23.23,34,1020,3.54,24.87,31,1017,1.03,23.68,40,1016,4.4,21.68,49,1018,4.79,21.45,47,1018,3.73,21.18,43,1017,2.96,20.49,40,1017,2.23,20.67,37,1019,2.73,23.82,33,1019,3.32,25.42,31,1016,1.5
2026-01-31,10:23:27,10,5,1,110,76.13,157.76,359.59,1.06,157.2,11.23,1.22,25.9,22,1015,2.06,24.69,29,1016,5.29,22.37,49,1017,4.2,20.07,66,1017,3.86,19.57,70,1017,3.69,18.94,72,1017,2.87,19.23,61,1018,2.58,22.44,39,1020,1.77,23.44,38,1016,1.89,23.22,49,1016,3.81,21.3,66,1018,3.52,20.91,70,1019,3.2,20.33,67,1018,2.4,20.28,47,1018,2.49,19.91,36,1019,3.28,23.23,34,1020,3.54,24.87,31,1017,1.03,23.68,40,1016,4.4,21.68,49,1018,4.79,21.45,47,1018,3.73,21.18,43,1017,2.96,20.49,40,1017,2.23,20.67,37,1019,2.73,23.82,33,1019,3.32,25.42,31,1016,1.5
2026-01-31,11:19:45,11,5,1,148,74.69,154.39,347.62,1.01,159.85,11.33,1.06,26.9,24,1015,6.17,27.07,24,1016,5.29,24.89,37,1016,4.2,22.4,52,1017,3.86,19.57,70,1017,3.69,18.94,72,1017,2.87,19.23,61,1018,2.58,22.44,39,1020,1.77,23.44,38,1016,1.89,23.22,49,1016,3.81,21.3,66,1018,3.52,20.91,70,1019,3.2,20.33,67,1018,2.4,20.28,47,1018,2.49,19.91,36,1019,3.28,23.23,34,1020,3.54,24.87,31,1017,1.03,23.68,40,1016,4.4,21.68,49,1018,4.79,21.45,47,1018,3.73,21.18,43,1017,2.96,20.49,40,1017,2.23,20.67,37,1019,2.73,23.82,33,1019,3.32,25.42,31,1016,1.5
2026-01-31,12:44:39,12,5,1,158,69.82,145.11,327.15,1.13,159.55,10.23,0.9,23.9,41,1016,5.14,22.89,48,1016,4.12,21.38,59,1017,3.81,19.47,72,1017,3.25,18.92,73,1016,2.74,19.26,62,1018,2.67,22.47,41,1020,1.77,23.44,38,1016,1.89,23.22,49,1016,3.81,21.3,66,1018,3.52,20.91,70,1019,3.2,20.33,67,1018,2.4,20.28,47,1018,2.49,19.91,36,1019,3.28,23.23,34,1020,3.54,24.87,31,1017,1.03,23.68,40,1016,4.4,21.68,49,1018,4.79,21.45,47,1018,3.73,21.18,43,1017,2.96,20.49,40,1017,2.23,20.67,37,1019,2.73,23.82,33,1019,3.32,25.42,31,1016,1.5,24.19,39,1015,4.65
