date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-06-26,01:26:41,5,41.81,205.12,93.03,0.06,65.48,28.9,84,60,60,25,2.3,3.5,26,79.715
2025-06-26,03:16:51,5,45.34,222.19,93.36,0.07,67.38,29.9,84,97,97,52,2.5,2.7,27,79.43
2025-06-26,04:27:32,5,47.02,229.15,93.23,0.06,67.61,31.9,70,97,97,52,2.5,2.7,27,79.43
2025-06-26,05:19:04,5,48.41,233.71,92.88,0.06,67.36,32.9,62,97,97,52,2.5,2.7,27,79.43
2025-06-26,06:28:14,5,49.51,236.33,92.58,0.05,66.55,33.9,55,122,122,61,2.1,4.7,30,54.86
2025-06-26,07:18:37,5,50.43,237.43,92.12,0.05,65.71,34.9,55,142,142,70,2.2,5.2,28,69.055
2025-06-26,08:25:19,5,50.94,236.38,91.48,0.05,64.78,34.9,52,128,128,64,2.3,4.2,27,73.16
2025-06-26,09:20:00,5,50.83,232.78,90.5,0.06,63.36,35.9,49,111,111,55,2.6,4.3,27,60.095
2025-06-26,10:19:52,5,50.25,227.32,89.6,0.06,61.84,35.9,46,123,123,60,2.2,6.1,29,71.72
2025-06-26,11:16:07,5,49.3,220.3,88.73,0.06,60.95,34.9,49,107,107,58,2.3,8,29.5,54.67
2025-06-26,12:38:13,5,47.57,214.51,88.01,0.08,60.89,32.9,55,86,86,44,2.5,7.4,30,64.80666666666667
2025-06-26,13:31:55,5,46.78,215.9,87.9,0.09,61.06,32.9,58,83,83,41,2.7,7.2,28,74.89500000000001
2025-06-26,14:17:49,5,46.78,215.9,87.9,0.09,61.06,32.9,62,86,86,43,2.8,6.5,27,79.4
2025-06-26,15:19:50,4,42.57,173.17,87.04,0.11,57.62,31.9,66,82,82,40,2.5,4.8,27,79.41
