date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-06-27,01:27:42,5,52.99,324.61,83.62,0.11,53.02,28.9,84,67,67,32,2.7,1.1,26,79.73
2025-06-27,03:18:11,5,57.86,363.51,84.36,0.13,54.29,28.9,84,59,59,26,2.8,2.6,27,79.535
2025-06-27,04:27:16,5,59.97,369.31,84.72,0.13,55.04,29.9,74,86,86,49,2.4,3.2,27,79.34333333333333
2025-06-27,05:18:55,5,61.57,367.08,85.05,0.13,55.44,29.9,74,86,86,50,2.4,4.1,28,73.495
2025-06-27,06:27:55,5,62.91,365.61,85.31,0.12,55.89,30.9,70,58,58,27,2.2,5.7,29,60.224999999999994
2025-06-27,07:18:29,5,60.53,329.33,85.28,0.1,56.1,30.9,74,65,65,32,2.1,6.4,29,63.900000000000006
2025-06-27,08:25:11,5,55.52,269.25,85.02,0.09,55.84,30.9,74,63,63,31,2,6.9,28,78.84
2025-06-27,09:19:44,5,50.23,213.6,84.59,0.08,55.57,27.9,83,55,55,25,2,7.1,30,70.83500000000001
2025-06-27,10:20:04,4,46.97,177.88,84.04,0.06,55.77,27.9,83,55,55,25,1.9,7.8,30,60.64
2025-06-27,11:16:07,4,44.93,156.71,83.62,0.06,55.43,28.9,79,51,51,20,2,8.2,28,65.44
2025-06-27,12:37:20,4,41.67,137.79,83.33,0.07,56.39,28.9,79,54,54,23,2.2,7.8,28,79.53
2025-06-27,13:29:39,4,41.67,137.79,83.33,0.07,56.39,28.9,84,38,38,15,2.4,5.7,28,79.5
2025-06-27,14:17:57,3,32.91,90.35,95.11,0.26,64.24,28.9,84,43,43,16,2.4,7.4,27,79.5775
2025-06-27,15:19:22,3,30.14,73.09,96.51,0.34,63.75,27.9,83,53,53,20,2.3,5.7,26,79.42
2025-06-27,16:23:26,3,27.82,61.51,99.05,0.42,62.96,27.9,83,53,53,20,2.3,5.7,26,79.42333333333335
2025-06-27,17:15:58,3,25.98,54.63,101.42,0.45,61.89,27.9,89,53,53,20,2.3,5.7,26,79.42333333333335
2025-06-27,18:26:01,3,24.89,50.78,101.64,0.42,60.62,27.9,89,53,53,20,2.3,5.7,26,79.42333333333335
