date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-07-07,01:41:12,4,39.53,187.18,73.77,0.12,58.31,28.9,79,92,92,45,1.8,2.9,25,79.87
2025-07-07,03:23:43,4,38.51,184.84,73.19,0.13,56.67,29.9,74,107,107,53,1.8,2.6,26,79.50999999999999
2025-07-07,04:32:59,4,34.7,148.18,72.02,0.12,53.53,29.9,74,105,105,53,1.8,4.5,28,46.24
2025-07-07,05:21:05,4,34.7,148.18,72.02,0.12,53.53,29.9,79,106,106,53,1.8,4.7,29,44.44
2025-07-07,06:29:25,4,32.57,125.64,71.78,0.11,52.63,29.9,79,121,121,58,1.8,5.2,28,39.413333333333334
2025-07-07,07:19:49,4,30.91,112.54,71.83,0.1,51.93,31.9,70,130,130,61,1.8,5.7,28,39.935
2025-07-07,08:27:01,4,29.65,106.8,71.88,0.09,51.43,31.9,66,85,85,42,1.9,5.7,30,40.18
2025-07-07,09:22:05,4,28.51,102.36,71.93,0.08,51.2,32.9,62,120,120,58,1.8,6.3,31,49.144999999999996
2025-07-07,10:21:09,3,27.53,97.56,72.22,0.07,51.28,32.9,62,103,103,52,1.9,5.7,30,79.78999999999999
2025-07-07,11:16:19,3,26.98,94.34,72.81,0.07,51.83,32.9,58,94,94,47,1.7,5.9,28,65.16
