date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-06-28,01:24:42,2,16.85,23.44,89.31,0.1,59.56,27.9,89,63,63,53,13.2,3.4,25,99.56
2025-06-28,03:12:46,2,15.34,19.3,90.9,0.11,62.53,28.9,79,85,85,45,2.2,4.3,25.5,79.43
2025-06-28,04:22:10,2,14.33,17.64,91.46,0.14,62.85,27.9,89,129,129,64,2.1,5.5,27,79.41
2025-06-28,05:18:30,2,13.5,16.4,92.75,0.2,62.4,28.9,84,96,96,53,2.2,6.2,26,79.535
2025-06-28,06:24:40,2,12.89,15.49,93.73,0.24,61.68,29.9,74,68,68,38,1.9,8.3,26,79.40666666666667
2025-06-28,07:16:33,2,12.37,14.74,92.9,0.23,60.71,27.9,83,64,64,30,2,9.3,28,71.865
2025-06-28,08:21:52,2,11.97,14.31,90.25,0.18,59.26,26.9,89,61,61,29,1.9,9.4,28,59.75
2025-06-28,09:19:22,2,11.56,13.9,87.35,0.13,58.36,27.9,89,39,39,15,2,10.1,30,55.985
2025-06-28,10:17:44,2,11.44,14.06,85.21,0.1,58.11,27.9,89,49,49,20,1.9,9.3,30,73.33500000000001
2025-06-28,11:14:32,2,11.58,14.56,84.97,0.09,59.43,27.9,89,44,44,18,2,9,30,79.725
2025-06-28,12:34:14,2,11.28,14.81,88.99,0.1,63.85,27.9,89,45,45,19,2.1,7.5,26,79.73
2025-06-28,13:26:07,2,11.28,14.81,88.99,0.1,63.85,26.9,89,53,53,23,0.9,6.8,26,79.74
2025-06-28,14:15:11,2,11.07,15.03,89.7,0.11,64.41,26.9,94,38,38,14,0.9,6.2,26,79.745
2025-06-28,15:17:04,1,7.93,10.97,76.79,0.1,56.97,26.9,94,35,35,13,0.2,7.1,26,79.765
2025-06-28,16:20:49,1,7.47,10,76.21,0.1,55.83,26.9,94,22,22,9,2.3,6.9,26,79.79
2025-06-28,17:15:06,1,7.39,9.79,75.78,0.09,54.59,26.9,94,44,44,17,2.6,7.8,26,79.73
2025-06-28,18:23:40,1,7.47,9.84,75.39,0.09,53.47,27.9,89,49,49,19,2.7,8.3,26,79.715
